PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,POSITION,SEASON
1631083,Emily Engstler,WAS,F,2024
1642210,Julie Vanloo,WAS,G,2024
1628508,Cecilia Zandalasini,MIN,F,2024
1641649,Diamond Miller,MIN,F,2024
1642293,Alissa Pili,MIN,F,2024
1631086,Lexie Hull,IND,F,2024
1641687,Victaria Saxton,IND,F,2024
1628931,Gabby Williams,SEA,G,2024
1642299,Nika Muhl,SEA,F,2024
1627671,Rachel Banham,CHI,F,2024
1628263,Lindsay Allen,CHI,G,2024
202250,Tina Charles,ATL,C,2024
1631044,Naz Hillmon,ATL,F,2024
1629568,Kennedy Burke,NYL,F,2024
1631055,Nyara Sabally,NYL,F,2024
1629482,Sophie Cunningham,PHO,F,2024
1642298,Celeste Taylor,PHO,F,2024
202252,Alysha Clark,LVA,F,2024
1631006,Kierstan Bell,LVA,F,2024
1631031,Queen Egbo,LVA,F,2024
203855,Stephanie Talbot,LAS,F,2024
1630996,Rae Burrell,LAS,F,2024
203827,Natasha Howard,DAL,C,2024
1641661,Lou Lopez Senechal,DAL,F,2024
1628278,Shatori Walker-Kimbrough,WAS,F,2024
1628279,Brittney Sykes,WAS,F,2024
1628317,Karlie Samuelson,WAS,F,2024
1630134,Sug Sutton,WAS,F,2024
203826,Alyssa Thomas,CON,C,2024
203838,Astou Ndour-Fall,CON,F,2024
1628280,Brionna Jones,CON,F,2024
1629497,Marina Mabrey,CON,G,2024
1631135,Olivia Nelson-Ododa,CON,F,2024
1629524,Bridget Carleton,MIN,F,2024
1630151,Olivia Epoupa,MIN,F,2024
203400,Skylar Diggins,SEA,G,2024
1631009,Rhyne Howard,ATL,F,2024
1631032,Lorela Cubaj,ATL,F,2024
1641650,Haley Jones,ATL,F,2024
1641656,Laeticia Amihere,ATL,F,2024
202664,Courtney Vandersloot,NYL,G,2024
1627673,Jonquel Jones,NYL,C,2024
1642320,Jaylyn Sherrod,NYL,F,2024
100940,Diana Taurasi,PHO,F,2024
1628881,Monique Billings,PHO,F,2024
1631056,Amy Atwell,PHO,F,2024
203026,Tiffany Hayes,LVA,F,2024
1642324,Kate Martin,LVA,F,2024
1630101,Crystal Dangerfield,LAS,F,2024
1629480,Kalani Brown,DAL,F,2024
1630149,Satou Sabally,DAL,F,2024
1627675,Courtney Williams,MIN,G,2024
1628899,Myisha Hines-Allen,MIN,F,2024
1628909,Kelsey Mitchell,IND,F,2024
1631019,NaLyssa Smith,IND,C,2024
203014,Nneka Ogwumike,SEA,C,2024
1641651,Jordan Horston,SEA,F,2024
1628886,Jordin Canada,ATL,G,2024
1629574,Li Yueru,LAS,F,2024
1642240,Jaelyn Brown,DAL,F,2024
1642244,Sevgi Uzun,DAL,F,2024
1630096,DiJonai Carrington,CON,F,2024
1641698,Caitlin Bickle,CON,F,2024
1628244,Sami Whitcomb,SEA,F,2024
1628920,Mercedes Russell,SEA,F,2024
1627669,Moriah Jefferson,CHI,F,2024
1630389,Dana Evans,CHI,F,2024
1628276,Kelsey Plum,LVA,G,2024
1641602,Ivana Dojkić,NYL,F,2024
203833,Chelsea Gray,LVA,G,2024
1629483,Napheesa Collier,MIN,C,2024
1629498,Jackie Young,LVA,G,2024
1628932,A'ja Wilson,LVA,C,2024
203825,Kayla McBride,MIN,F,2024
1630150,Chennedy Carter,CHI,F,2024
1641657,Dorka Juhasz,MIN,F,2024
1629479,Teaira McCowan,DAL,C,2024
1642289,Kamilla Cardoso,CHI,C,2024
1629481,Arike Ogunbowale,DAL,G,2024
1629496,Ezi Magbegor,SEA,C,2024
1642290,Aaliyah Edwards,WAS,F,2024
204319,Jewell Loyd,SEA,G,2024
204333,Natasha Cloud,NYL,G,2025
1628244,Sami Whitcomb,PHX,F,2025
1630996,Rae Burrell,LAS,F,2025
1629539,Amy Okonkwo,DAL,F,2025
1641658,Grace Berger,DAL,F,2025
1642793,Aziaha James,DAL,F,2025
203825,Kayla McBride,MIN,G,2025
1630446,Michaela Onyenwere,CHI,F,2025
1642818,Maddy Westbeld,CHI,F,2025
1628881,Monique Billings,GSV,F,2025
1631007,Veronica Burton,GSV,G,2025
1642767,Janelle Salaun,GSV,F,2025
1627673,Jonquel Jones,NYL,C,2025
