TEAM_ABBREVIATION,POSITION,SEASON,AVG_PTS_ALLOWED,AVG_REB_ALLOWED,AVG_AST_ALLOWED,AVG_3PM_ALLOWED,PTS_RANK,REB_RANK,AST_RANK,3PM_RANK
UTA,F,2025-26,8.638146167557933,3.04040404040404,1.9352346999405823,1.1699346405228759,1,11,1,1
UTA,G,2023-24,17.10358565737052,3.49003984063745,5.796812749003984,2.310756972111554,12,21,3,2
UTA,G,2024-25,16.381703470031546,3.391167192429022,5.599369085173501,2.006309148264984,6,16,4,13
UTA,G,2025-26,16.352657004830917,3.0144927536231885,4.57487922705314,2.21256038647343,7,19,21,1
WAS,C,2023-24,19.16733067729084,10.812749003984063,3.7131474103585655,0.7689243027888446,1,1,8,26
WAS,C,2024-25,16.84158415841584,9.115511551155116,3.33993399339934,0.8217821782178217,4,7,17,21
WAS,C,2025-26,16.321782178217823,8.361386138613861,3.4455445544554455,0.8465346534653465,9,14,9,20
WAS,F,2023-24,8.408384361752237,3.3122939236928874,1.7993405558172397,0.9321714554875177,1,1,3,18
WAS,F,2024-25,7.728992520897492,3.2358117025956887,1.7360316761988561,1.0343158820941487,4,1,2,5
WAS,F,2025-26,8.441832429174202,3.3990355635925256,1.7992766726943943,1.0476190476190477,2,1,4,8
WAS,G,2023-24,17.134057971014492,3.7427536231884058,5.996376811594203,1.9384057971014492,11,8,1,20
WAS,G,2024-25,16.534426229508195,3.681967213114754,5.295081967213115,2.144262295081967,5,4,11,4
WAS,G,2025-26,16.434146341463414,2.9317073170731707,5.11219512195122,1.9365853658536585,6,22,5,9
