TEAM_ABBREVIATION,POSITION,SEASON,AVG_PTS_ALLOWED,AVG_REB_ALLOWED,AVG_AST_ALLOWED,AVG_3PM_ALLOWED,PTS_RANK,REB_RANK,AST_RANK,3PM_RANK
MIA,F,2023-24,7.5507518796992485,2.9534774436090228,1.6611842105263157,0.9755639097744361,20,17,14,12
MIA,F,2024-25,7.258986574274577,2.9146816803811175,1.5071459506279774,0.974880900822867,17,9,19,15
MIA,F,2025-26,8.144097222222221,3.21875,1.6840277777777777,1.041087962962963,6,3,13,9
MIA,G,2023-24,16.456204379562045,3.927007299270073,5.762773722627737,2.124087591240876,18,3,5,13
MIA,G,2024-25,15.072555205047319,3.406940063091483,5.365930599369086,2.0599369085173502,26,15,9,10
MIA,G,2025-26,15.782407407407407,3.5555555555555554,5.0092592592592595,2.115740740740741,15,4,9,2
MIL,C,2023-24,16.586206896551722,9.081896551724139,3.5775862068965516,1.0129310344827587,17,16,10,5
MIL,C,2024-25,14.759717314487633,8.770318021201414,3.1342756183745584,0.9540636042402827,22,16,24,8
MIL,C,2025-26,14.136842105263158,7.852631578947369,3.3157894736842106,1.0473684210526315,26,20,15,7
MIL,F,2023-24,7.875894988066825,3.0076372315035798,1.647255369928401,0.9317422434367542,11,8,15,19
MIL,F,2024-25,7.190881976991904,2.8853855986365575,1.4870046868342566,0.9914784831700043,20,10,22,12
MIL,F,2025-26,7.8670309653916215,3.045537340619308,1.7310261080752884,1.0722525804493017,14,10,11,5
MIL,G,2023-24,17.73049645390071,3.900709219858156,5.024822695035461,2.0425531914893615,7,4,25,15
MIL,G,2024-25,16.182098765432098,3.6512345679012346,5.243827160493828,1.8796296296296295,9,5,13,22
MIL,G,2025-26,16.488584474885844,3.5114155251141552,5.132420091324201,2.0182648401826486,5,5,4,5
MIN,C,2023-24,16.3375,8.104166666666666,3.125,0.8,19,28,28,24
MIN,C,2024-25,15.227106227106226,8.238095238095237,3.1465201465201464,0.9340659340659341,16,27,22,10
MIN,C,2025-26,17.135135135135137,8.145945945945947,3.3189189189189188,1.145945945945946,3,18,14,4
MIN,F,2023-24,7.134129536058796,2.859439595774001,1.493339457969683,0.8507119889756546,30,26,29,28
MIN,F,2024-25,6.960659898477157,2.791032148900169,1.3972081218274113,0.8976311336717429,28,21,28,28
MIN,F,2025-26,7.544245228455755,2.956043956043956,1.5824175824175823,0.8999421631000578,21,16,21,27
MIN,G,2023-24,16.669291338582678,3.440944881889764,5.141732283464567,1.8503937007874016,17,24,22,26
MIN,G,2024-25,15.776758409785932,3.4403669724770642,4.9755351681957185,1.8990825688073394,14,11,20,21
MIN,G,2025-26,16.192825112107624,3.233183856502242,4.84304932735426,1.748878923766816,11,13,14,19
NOP,C,2023-24,16.23694779116466,8.630522088353414,3.3132530120481927,0.8232931726907631,20,25,23,21
NOP,C,2024-25,16.815384615384616,9.473076923076922,3.8384615384615386,1.0192307692307692,5,1,3,3
NOP,C,2025-26,16.86315789473684,8.878947368421052,3.542105263157895,0.9578947368421052,5,1,7,11
NOP,F,2023-24,7.380057803468208,2.898843930635838,1.6710019267822736,1.002408477842004,27,21,13,9
NOP,F,2024-25,7.709243697478992,2.9205882352941175,1.5861344537815125,1.0508403361344538,5,7,9,3
NOP,F,2025-26,8.329633740288568,3.1642619311875695,1.806881243063263,1.1165371809101,3,5,3,2
NOP,G,2023-24,16.037800687285223,3.134020618556701,5.099656357388316,2.247422680412371,22,29,23,5
NOP,G,2024-25,15.335403726708075,3.341614906832298,5.521739130434782,1.937888198757764,22,21,5,16
NOP,G,2025-26,15.873096446700508,2.918781725888325,5.152284263959391,1.8020304568527918,13,24,3,16
NYK,C,2023-24,16.955823293172692,8.686746987951807,3.253012048192771,1.0401606425702812,12,23,25,3
NYK,C,2024-25,14.446808510638299,7.74468085106383,3.152482269503546,0.9219858156028369,25,30,21,11
NYK,C,2025-26,14.807511737089202,7.28169014084507,2.7746478873239435,1.0845070422535212,19,27,28,6
NYK,F,2023-24,7.332389046270066,2.7790368271954673,1.6005665722379603,0.9244570349386213,28,29,20,20
NYK,F,2024-25,7.194290583723903,2.7247550063911374,1.4392841925862803,0.9314017895185343,19,28,25,23
NYK,F,2025-26,7.276136363636364,2.831818181818182,1.4875,0.9914772727272727,29,25,29,14
NYK,G,2023-24,16.00375939849624,3.398496240601504,5.2481203007518795,1.8834586466165413,23,25,19,23
NYK,G,2024-25,15.670694864048338,3.3504531722054383,4.77643504531722,1.8459214501510575,18,20,23,25
NYK,G,2025-26,15.217573221757322,2.594142259414226,4.669456066945607,1.8117154811715481,20,29,19,15
OKC,C,2023-24,16.814814814814813,10.090534979423868,3.7818930041152266,0.7407407407407407,15,2,6,28
OKC,C,2024-25,13.72972972972973,8.5984555984556,3.0193050193050195,0.7876447876447876,28,21,27,23
