PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,POSITION,SEASON
1642419,Jamison Battle,TOR,F,2025-26
1642347,Jamal Shead,TOR,G,2025-26
1642266,Ja'Kobe Walter,TOR,F,2025-26
1641748,Andre Jackson Jr.,MIL,F,2025-26
1630311,Pat Spencer,GSW,F,2025-26
1631260,AJ Green,MIL,F,2025-26
1630192,Zeke Nnaji,DEN,F,2025-26
1641764,Brandin Podziemski,GSW,F,2025-26
1630541,Moses Moody,GSW,F,2025-26
1630611,Gui Santos,GSW,F,2025-26
204001,Kristaps Porzingis,GSW,F,2025-26
203999,Nikola Jokic,DEN,C,2025-26
203552,Seth Curry,GSW,F,2025-26
203501,Tim Hardaway Jr.,DEN,F,2025-26
203110,Draymond Green,GSW,F,2025-26
202685,Jonas Valanciunas,DEN,F,2025-26
201143,Al Horford,GSW,F,2025-26
1642954,Will Richard,GSW,F,2025-26
1642461,Spencer Jones,DEN,F,2025-26
1642366,Quinten Post,GSW,F,2025-26
1642354,KJ Simpson,DEN,F,2025-26
1631218,Trayce Jackson-Davis,TOR,F,2025-26
1641747,DaRon Holmes II,DEN,F,2025-26
1631128,Christian Braun,DEN,F,2025-26
1631124,Julian Strawther,DEN,F,2025-26
1631250,Pete Nance,MIL,F,2025-26
1631172,Ousmane Dieng,MIL,F,2025-26
1630592,Jalen Wilson,BKN,F,2025-26
1630534,Ochai Agbaji,BKN,F,2025-26
1631243,Mouhamed Gueye,ATL,F,2025-26
1630811,Keaton Wallace,ATL,F,2025-26
1630700,Dyson Daniels,ATL,F,2025-26
1631157,Ryan Rollins,MIL,G,2025-26
1630557,Corey Kispert,ATL,F,2025-26
1630552,Jalen Johnson,ATL,C,2025-26
1630549,Day'Ron Sharpe,BKN,F,2025-26
1630168,Onyeka Okongwu,ATL,C,2025-26
1642849,Nolan Traore,BKN,F,2025-26
1629651,Nic Claxton,BKN,C,2025-26
1629638,Nickeil Alexander-Walker,ATL,F,2025-26
1629611,Terance Mann,BKN,F,2025-26
1629216,Gabe Vincent,ATL,F,2025-26
1629111,Jock Landale,ATL,F,2025-26
1629008,Michael Porter Jr.,BKN,F,2025-26
1627741,Buddy Hield,ATL,F,2025-26
1642258,Zaccharie Risacher,ATL,F,2025-26
1641730,Noah Clowney,BKN,F,2025-26
1642854,Asa Newell,ATL,F,2025-26
1627751,Jakob Poeltl,TOR,F,2025-26
1630579,Jericho Sims,MIL,F,2025-26
1630572,Sandro Mamukelashvili,TOR,F,2025-26
1630560,Cam Thomas,MIL,F,2025-26
1630193,Immanuel Quickley,TOR,G,2025-26
1629645,Kevin Porter Jr.,MIL,F,2025-26
1629628,RJ Barrett,TOR,F,2025-26
1628398,Kyle Kuzma,MIL,F,2025-26
1629018,Gary Trent Jr.,MIL,F,2025-26
1627742,Brandon Ingram,TOR,F,2025-26
1626171,Bobby Portis,MIL,F,2025-26
1626167,Myles Turner,MIL,F,2025-26
203468,CJ McCollum,ATL,F,2025-26
1642962,Drake Powell,BKN,F,2025-26
1642874,Danny Wolf,BKN,F,2025-26
1642856,Egor Demin,BKN,F,2025-26
1642281,Jaylon Tyson,CLE,F,2025-26
1641717,Cason Wallace,OKC,F,2025-26
1641772,Nae'Qwan Tomlin,CLE,F,2025-26
1641854,Craig Porter Jr.,CLE,F,2025-26
1642260,Nikola Topic,OKC,F,2025-26
1642272,Jared McCain,OKC,F,2025-26
1631165,Keon Ellis,CLE,F,2025-26
1642468,Darius Brown,CLE,F,2025-26
1642878,Tyrese Proctor,CLE,F,2025-26
1642964,Brooks Barnhizer,OKC,F,2025-26
201935,James Harden,CLE,G,2025-26
203471,Dennis Schroder,CLE,G,2025-26
1631205,Buddy Boeheim,OKC,F,2025-26
1628418,Thomas Bryant,CLE,F,2025-26
1631119,Jaylin Williams,OKC,F,2025-26
1629652,Luguentz Dort,OKC,F,2025-26
1626204,Larry Nance Jr.,CLE,F,2025-26
1628378,Donovan Mitchell,CLE,G,2025-26
1628386,Jarrett Allen,CLE,C,2025-26
1628392,Isaiah Hartenstein,OKC,C,2025-26
1629026,Kenrich Williams,OKC,F,2025-26
1631096,Chet Holmgren,OKC,C,2025-26
1629731,Dean Wade,CLE,F,2025-26
1630241,Sam Merrill,CLE,F,2025-26
1630596,Evan Mobley,CLE,C,2025-26
1630598,Aaron Wiggins,OKC,F,2025-26
1630198,Isaiah Joe,OKC,F,2025-26
1642359,Pacome Dadiet,NYK,F,2025-26
1641708,Amen Thompson,HOU,C,2025-26
1641755,Kevin McCullar Jr.,NYK,F,2025-26
1642263,Reed Sheppard,HOU,F,2025-26
1642384,Isaiah Crawford,HOU,F,2025-26
201142,Kevin Durant,HOU,F,2025-26
201145,Jeff Green,HOU,F,2025-26
1631095,Jabari Smith Jr.,HOU,F,2025-26
1631106,Tari Eason,HOU,F,2025-26
203991,Clint Capela,HOU,F,2025-26
1630578,Alperen Sengun,HOU,C,2025-26
1627827,Dorian Finney-Smith,HOU,F,2025-26
1628988,Aaron Holiday,HOU,F,2025-26
1629006,Josh Okogie,HOU,F,2025-26
1629011,Mitchell Robinson,NYK,C,2025-26
1630256,Jae'Sean Tate,HOU,F,2025-26
1642450,Daniss Jenkins,DET,F,2025-26
1629640,Keldon Johnson,SAN,F,2025-26
1629234,Drew Eubanks,SAC,F,2025-26
1629162,Jordan McLaughlin,SAN,F,2025-26
1628436,Luke Kornet,SAN,F,2025-26
1628370,Malik Monk,SAC,F,2025-26
1628368,De'Aaron Fox,SAN,G,2025-26
202699,Tobias Harris,DET,F,2025-26
1631204,Marcus Sasser,DET,F,2025-26
1642449,Tolu Smith,DET,F,2025-26
1642404,Chaz Lanier,DET,F,2025-26
1641842,Ronald Holland II,DET,F,2025-26
1641709,Ausar Thompson,DET,F,2025-26
1630173,Precious Achiuwa,SAC,F,2025-26
1631105,Jalen Duren,DET,C,2025-26
1630170,Devin Vassell,SAN,F,2025-26
1642264,Stephon Castle,SAN,G,2025-26
1630577,Julian Champagnie,SAN,F,2025-26
1630649,Stanley Umude,SAN,F,2025-26
203926,Doug McDermott,SAC,F,2025-26
203482,Kelly Olynyk,SAN,F,2025-26
203084,Harrison Barnes,SAN,F,2025-26
202687,Bismack Biyombo,SAN,F,2025-26
201942,DeMar DeRozan,SAC,F,2025-26
201566,Russell Westbrook,SAC,F,2025-26
1642928,Dylan Cardwell,SAC,F,2025-26
1642875,Maxime Raynaud,SAC,F,2025-26
1642868,Carter Bryant,SAN,F,2025-26
1642844,Dylan Harper,SAN,F,2025-26
1642363,Nique Clifford,SAC,F,2025-26
1642269,Devin Carter,SAC,F,2025-26
1641705,Victor Wembanyama,SAN,C,2025-26
1631342,Daeqwon Plowden,SAC,F,2025-26
1631127,Harrison Ingram,SAN,F,2025-26
1631099,Keegan Murray,SAC,F,2025-26
1630595,Cade Cunningham,DET,F,2025-26
1630590,Scotty Pippen Jr.,MEM,F,2025-26
1642377,Jaylen Wells,MEM,F,2025-26
1642285,Cam Spencer,MEM,G,2025-26
1642276,Kel'el Ware,MIA,C,2025-26
1641796,Pelle Larsson,MIA,F,2025-26
1641765,Olivier-Maxence Prosper,MEM,F,2025-26
1641713,GG Jackson,MEM,F,2025-26
1641707,Taylor Hendricks,MEM,F,2025-26
1631323,Simone Fontecchio,MIA,F,2025-26
1631211,Trevor Keels,MIA,F,2025-26
1631170,Jaime Jaquez Jr.,MIA,G,2025-26
1631107,Nikola Jovic,MIA,F,2025-26
1630696,Dru Smith,MIA,F,2025-26
1626181,Norman Powell,MIA,F,2025-26
1630558,Davion Mitchell,MIA,G,2025-26
1629660,Ty Jerome,MEM,G,2025-26
1629639,Tyler Herro,MIA,F,2025-26
1628389,Bam Adebayo,MIA,C,2025-26
1642352,Keshad Johnson,MIA,F,2025-26
1642066,Myron Gardner,MIA,F,2025-26
1642383,Walter Clayton Jr.,MEM,F,2025-26
1630194,Paul Reed,DET,F,2025-26
1630191,Isaiah Stewart,DET,F,2025-26
1642857,Kasparas Jakucionis,MIA,F,2025-26
1629750,Javonte Green,DET,F,2025-26
1629130,Duncan Robinson,DET,F,2025-26
1629014,Anfernee Simons,CHI,F,2025-26
1628989,Kevin Huerter,DET,F,2025-26
1627747,Caris LeVert,DET,F,2025-26
203952,Andrew Wiggins,MIA,F,2025-26
203937,Kyle Anderson,MEM,F,2025-26
1642942,Jahmai Mashack,MEM,F,2025-26
1642914,Javon Small,MEM,F,2025-26
1642907,Cedric Coward,MEM,F,2025-26
1642847,Jeremiah Fears,NOP,F,2025-26
1631255,Karlo Matkovic,NOP,F,2025-26
1641722,Jordan Hawkins,NOP,F,2025-26
1642852,Derik Queen,NOP,C,2025-26
201599,DeAndre Jordan,NOP,F,2025-26
1629673,Jordan Poole,NOP,F,2025-26
1626172,Kevon Looney,NOP,F,2025-26
1629627,Zion Williamson,NOP,F,2025-26
1631121,Bryce McGowens,NOP,F,2025-26
1630180,Saddiq Bey,NOP,F,2025-26
1630529,Herbert Jones,NOP,F,2025-26
1630692,Jordan Goodwin,PHX,F,2025-26
1628415,Dillon Brooks,PHX,F,2025-26
1628960,Grayson Allen,PHX,F,2025-26
1629618,Jalen Pickett,DEN,F,2025-26
1631451,Javonte Cooke,POR,F,2025-26
1642905,Hansen Yang,POR,F,2025-26
1628381,John Collins,LAC,F,2025-26
1630533,Ziaire Williams,BKN,F,2025-26
1627936,Alex Caruso,OKC,F,2025-26
1642402,Enrique Freeman,MIN,F,2025-26
1629723,John Konchar,UTA,F,2025-26
1629004,Svi Mykhailiuk,UTA,F,2025-26
1643007,Taelon Peter,IND,F,2025-26
1642955,Kadary Richmond,WAS,F,2025-26
1631246,Vince Williams Jr.,UTA,F,2025-26
1631131,Oscar Tshiebwe,UTA,F,2025-26
201567,Kevin Love,UTA,F,2025-26
1643133,Lawson Lovering,MEM,C,2025-26
1642846,Ace Bailey,UTA,F,2025-26
1642271,Kyle Filipowski,UTA,F,2025-26
1642268,Isaiah Collier,UTA,G,2025-26
1642262,Cody Williams,UTA,F,2025-26
1641989,Elijah Harkless,UTA,F,2025-26
1641729,Brice Sensabaugh,UTA,F,2025-26
1642396,Blake Hinson,UTA,F,2025-26
1641810,Antonio Reeves,CHA,F,2025-26
1642400,Tristan Enaruna,CLE,F,2025-26
1630591,Jalen Suggs,ORL,G,2025-26
1631466,Nate Williams,GSW,F,2025-26
1642502,Malevy Leons,GSW,F,2025-26
1626164,Devin Booker,PHX,G,2025-26
1642367,Jonathan Mogbo,TOR,F,2025-26
1631093,Jaden Ivey,CHI,F,2025-26
1630567,Scottie Barnes,TOR,C,2025-26
