TEAM_ID,TEAM_NAME,SEASON,GP,W,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,L,W_PCT,FG_PCT,FG3_PCT,FT_PCT,PACE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,PF_RANK,PTS_RANK,PLUS_MINUS_RANK,BLKA,PFD,BLKA_RANK,PFD_RANK,TEAM_ABBREVIATION
1610612759,San Antonio Spurs,2023-24,78,22.0,241.9,41.9,90.5,12.7,36.4,15.8,20.2,10.4,34.0,44.3,29.9,15.0,7.1,6.4,17.2,112.3,-6.1,56.0,0.282,0.463,0.348,0.783,103.2,1,26,26,26,7,18,7,24,15,10,26,23,25,13,15,6,8,2,26,22,3,4,22,24,0.0,0.0,1,1,SAN
1610612759,San Antonio Spurs,2024-25,81,34.0,240.6,41.8,89.9,14.1,39.7,16.4,21.1,11.0,32.8,43.7,28.7,13.2,8.3,5.6,16.6,112.7,-2.5,47.0,0.42,0.465,0.356,0.774,101.1,24,23,23,23,23,14,12,17,9,7,20,23,20,19,16,19,18,6,13,11,3,3,20,21,0.0,0.0,1,1,SAN
1610612759,San Antonio Spurs,2025-26,63,46.0,240.4,42.7,89.2,13.3,37.6,19.5,25.0,11.2,35.4,46.6,27.1,13.0,7.8,5.5,19.0,118.2,6.8,17.0,0.73,0.479,0.353,0.779,101.9,9,2,3,3,28,8,18,6,17,13,19,9,11,17,16,1,3,11,5,22,7,8,6,4,0.0,0.0,1,1,SAN
1610612760,Oklahoma City Thunder,2023-24,78,56.0,241.6,44.6,89.4,13.4,34.3,17.7,21.4,8.9,33.4,42.3,27.2,12.5,8.4,6.7,18.8,120.3,7.5,22.0,0.718,0.499,0.389,0.826,101.8,1,2,2,2,10,2,15,2,8,16,2,11,18,3,29,12,26,11,4,1,1,17,3,2,0.0,0.0,1,1,OKC
1610612760,Oklahoma City Thunder,2024-25,83,68.0,240.3,44.4,92.6,14.4,38.7,16.7,20.4,10.6,34.2,44.8,26.7,11.0,10.3,5.7,19.8,120.0,12.5,15.0,0.819,0.48,0.372,0.819,101.9,1,1,1,1,29,4,3,7,6,10,6,19,26,1,20,5,11,12,1,1,2,24,4,1,0.0,0.0,1,1,OKC
1610612760,Oklahoma City Thunder,2025-26,64,49.0,242.3,42.9,89.0,13.6,37.6,19.5,23.8,9.4,34.5,44.0,25.5,12.1,9.8,5.6,19.2,118.9,11.1,15.0,0.766,0.482,0.361,0.82,101.1,2,1,1,1,5,6,21,4,13,13,11,9,14,2,27,5,14,19,2,4,5,10,5,1,0.0,0.0,1,1,OKC
1610612761,Toronto Raptors,2023-24,78,24.0,241.6,42.3,89.9,11.4,33.0,16.4,21.7,10.9,31.8,42.7,28.4,14.0,7.8,4.8,18.5,112.5,-6.3,54.0,0.308,0.471,0.345,0.758,101.8,1,25,25,25,10,15,10,16,28,22,30,18,14,27,11,26,22,6,21,8,18,14,21,25,0.0,0.0,1,1,TOR
1610612761,Toronto Raptors,2024-25,82,30.0,241.5,41.6,91.0,11.8,34.0,15.8,21.1,12.6,32.5,45.1,28.5,14.7,8.1,4.2,21.2,110.9,-4.3,52.0,0.366,0.458,0.348,0.748,101.7,2,24,24,24,9,15,6,20,29,28,23,28,20,29,4,24,10,7,24,15,28,30,21,24,0.0,0.0,1,1,TOR
1610612761,Toronto Raptors,2025-26,62,35.0,241.6,42.1,89.0,11.4,32.9,17.9,22.9,11.2,31.4,42.6,28.9,13.1,8.5,4.8,20.8,113.5,1.5,27.0,0.565,0.473,0.347,0.784,100.3,20,12,11,12,9,13,21,11,25,25,21,19,20,14,16,26,24,4,6,15,16,23,22,12,0.0,0.0,1,1,TOR
1610612762,Utah Jazz,2023-24,78,29.0,241.6,42.0,90.0,12.8,36.3,18.7,22.6,12.2,33.3,45.6,27.3,15.8,6.5,5.5,18.5,115.6,-4.5,49.0,0.372,0.467,0.354,0.828,102.7,1,22,22,22,10,17,9,19,14,12,22,3,10,1,4,13,3,10,30,29,10,14,12,23,0.0,0.0,1,1,UTA
1610612762,Utah Jazz,2024-25,82,16.0,241.5,40.2,88.7,13.9,39.8,17.4,22.4,12.0,33.4,45.5,25.5,16.5,6.8,4.4,18.9,110.3,-9.7,66.0,0.195,0.453,0.349,0.776,102.3,2,30,30,30,9,25,20,23,10,6,22,8,10,17,8,10,5,20,30,30,24,17,24,29,0.0,0.0,1,1,UTA
1610612762,Utah Jazz,2025-26,63,19.0,242.4,42.2,90.5,12.9,37.1,20.4,25.6,11.9,31.9,43.8,29.6,15.1,8.5,3.6,21.9,117.7,-7.6,44.0,0.302,0.466,0.347,0.797,103.9,9,26,25,26,4,12,6,16,18,18,21,5,5,8,11,19,16,2,28,15,30,29,7,26,0.0,0.0,1,1,UTA
1610612763,Memphis Grizzlies,2023-24,78,27.0,241.0,38.2,87.8,13.0,37.5,16.4,21.5,11.0,31.9,42.8,24.7,15.2,8.3,6.1,18.9,105.7,-6.4,51.0,0.346,0.435,0.346,0.766,101.0,1,24,24,24,19,30,21,30,11,7,27,18,17,22,10,24,21,27,27,3,4,18,30,26,0.0,0.0,1,1,MEM
1610612763,Memphis Grizzlies,2024-25,82,48.0,240.3,44.8,93.3,13.9,37.9,18.3,23.3,12.9,34.4,47.4,28.4,15.0,8.9,5.6,20.9,121.7,4.9,34.0,0.585,0.479,0.367,0.786,105.5,2,11,11,11,29,2,2,9,10,13,11,2,1,13,3,4,2,8,28,6,3,29,2,5,0.0,0.0,1,1,MEM
1610612763,Memphis Grizzlies,2025-26,61,23.0,240.8,41.8,90.5,13.5,38.1,18.5,23.4,11.5,32.6,44.1,28.8,14.7,8.7,5.1,20.1,115.6,-2.1,38.0,0.377,0.461,0.355,0.792,103.7,27,23,23,23,22,17,6,22,14,11,17,15,18,10,13,14,13,5,23,12,12,17,14,20,0.0,0.0,1,1,MEM
1610612764,Washington Wizards,2023-24,78,15.0,240.6,42.9,91.6,12.3,35.6,15.5,20.3,9.3,32.0,41.3,27.9,14.0,7.8,5.1,19.9,113.7,-9.3,63.0,0.192,0.469,0.346,0.763,104.9,1,29,29,29,23,10,4,18,21,14,27,25,22,24,26,23,29,9,21,8,13,25,17,29,0.0,0.0,1,1,WAS
1610612764,Washington Wizards,2024-25,82,19.0,240.6,39.4,89.9,13.1,39.1,16.1,20.6,10.5,33.2,43.8,25.0,14.9,7.5,5.1,19.8,106.6,-12.4,63.0,0.232,0.438,0.336,0.778,103.1,2,28,29,28,23,27,12,28,17,9,29,25,25,16,21,13,17,25,26,25,11,24,27,30,0.0,0.0,1,1,WAS
1610612764,Washington Wizards,2025-26,62,16.0,240.8,41.5,90.3,12.8,36.1,16.4,21.4,11.5,31.5,43.0,25.0,15.1,8.0,5.9,20.9,112.2,-10.8,46.0,0.258,0.459,0.355,0.767,103.0,20,27,27,27,22,19,9,25,20,19,17,27,26,24,13,22,21,23,28,21,2,25,25,29,0.0,0.0,1,1,WAS
1610612765,Detroit Pistons,2023-24,78,14.0,241.0,40.8,88.2,11.2,31.9,17.1,21.7,10.3,32.9,43.2,25.4,15.2,6.5,4.6,20.6,109.9,-8.5,64.0,0.179,0.463,0.35,0.785,102.2,1,30,30,30,19,24,20,24,29,27,25,14,14,12,18,18,16,22,27,29,22,28,27,27,0.0,0.0,1,1,DET
1610612765,Detroit Pistons,2024-25,82,44.0,241.5,42.7,89.8,12.8,35.4,17.2,22.3,11.4,33.4,44.8,26.4,14.1,8.0,5.3,20.7,115.5,1.9,38.0,0.537,0.476,0.362,0.774,101.7,2,14,14,14,9,10,14,13,20,22,17,10,11,19,10,10,11,14,23,17,8,27,11,13,0.0,0.0,1,1,DET
1610612765,Detroit Pistons,2025-26,61,45.0,241.2,43.0,90.1,10.8,31.4,20.1,26.5,13.3,32.9,46.2,26.6,14.3,10.5,6.4,22.3,117.0,7.3,16.0,0.738,0.478,0.345,0.757,102.1,27,3,2,2,10,4,12,8,28,27,24,7,2,27,3,12,6,12,21,1,1,30,10,3,0.0,0.0,1,1,DET
1610612766,Charlotte Hornets,2023-24,78,20.0,240.6,40.0,86.7,12.2,34.2,14.5,18.4,9.0,30.8,39.8,24.9,13.7,6.8,4.7,18.0,106.7,-9.9,58.0,0.256,0.462,0.355,0.789,99.3,1,27,27,27,23,27,25,26,22,17,21,30,30,11,28,29,30,24,18,26,20,8,28,30,0.0,0.0,1,1,CHA
1610612766,Charlotte Hornets,2024-25,80,18.0,240.9,38.4,89.0,13.0,38.2,15.6,19.9,12.3,32.9,45.2,24.3,14.9,7.4,4.5,18.8,105.4,-8.9,62.0,0.225,0.431,0.341,0.781,100.0,29,29,28,29,18,28,19,30,18,11,27,29,28,14,6,17,9,26,26,26,20,16,28,27,0.0,0.0,1,1,CHA
1610612766,Charlotte Hornets,2025-26,64,32.0,241.2,40.9,88.9,16.1,42.5,18.2,22.2,12.7,33.5,46.3,26.6,14.8,7.1,4.6,19.1,116.2,3.6,32.0,0.5,0.46,0.378,0.819,100.3,2,16,18,18,10,24,23,24,2,2,3,17,22,3,7,6,5,12,25,29,20,9,11,10,0.0,0.0,1,1,CHA
